"","No","Nama Sekolah","NPSN","BP","Status","Last Sync","Jml Sync","PD","Rombel","Guru","Pegawai","R. Kelas","R. Lab","R. Perpus","sumber"
"435","11","SD NEGERI SUMUR WELUT I 438","20541290","SD","Negeri","02 Mar 2022 08:07:48",13,149,6,12,5,6,1,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"436","12","SD NEGERI SUMUR WELUT III 440","20541291","SD","Negeri","15 Mar 2022 10:38:11",13,299,10,12,6,10,1,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"437","13","SD  IVY SCHOOL","20584020","SD","Swasta","08 Feb 2022 15:50:19",11,121,6,8,1,6,2,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"438","14","SD IT AT TAQWA 2","69991625","SD","Swasta","07 Mar 2022 10:37:33",12,199,8,11,1,8,1,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"439","15","SD LAB SCHOOL UNESA","69976787","SD","Swasta","08 Mar 2022 11:52:37",8,214,11,17,4,11,1,2,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"440","16","SDS IT UTSMAN BIN AFFAN","69758342","SD","Swasta","15 Mar 2022 10:18:01",9,274,11,13,2,13,3,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"441","17","SDS ST. MARY ELEMENTARY SCHOOL","20541298","SD","Swasta","12 Mar 2022 08:53:21",23,188,10,14,10,14,3,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"442","18","SD SURABAYA INTERCULTURAL SCHOOL","69849910","SPK SD","Swasta","19 Jan 2022 11:38:15",11,41,6,9,2,7,0,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"443","19","SDS CIPUTRA","20531900","SPK SD","Swasta","07 Mar 2022 11:27:22",10,453,21,29,1,24,2,2,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"444","20","SDS KRISTEN CITA HATI WEST CAMPUS","20584021","SPK SD","Swasta","09 Mar 2022 13:47:57",21,550,28,33,1,28,1,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"445","21","SDS SURABAYA GRAMMAR SCHOOL","20584013","SPK SD","Swasta","16 Oct 2021 10:21:02",0,0,0,39,4,37,3,1,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"446","Total","Total","Total","Total","Total","Total",284,5.848,238,356,107,285,35,24,"Data Sekolah Kec. Lakarsantri - Dapodikdasmen.html"
"447","1","SD NEGERI DUPAK I","20532929","SD","Negeri","11 Mar 2022 11:02:51",21,1.085,33,39,9,23,3,2,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"448","2","SD NEGERI KEMAYORAN I24","20533583","SD","Negeri","18 Mar 2022 12:27:43",35,808,24,32,8,15,0,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"449","3","SD NEGERI KREMBANGAN SELATAN I12","20533535","SD","Negeri","14 Mar 2022 10:28:25",22,278,10,12,6,8,2,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"450","4","SD NEGERI KREMBANGAN SELATAN III","20533537","SD","Negeri","25 Feb 2022 06:56:02",15,265,10,12,6,12,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"451","5","SD NEGERI KREMBANGAN SELATAN IX 20","20533538","SD","Negeri","18 Mar 2022 09:27:12",13,182,6,9,4,4,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"452","6","SD NEGERI KREMBANGAN SELATAN VII18","20533530","SD","Negeri","05 Mar 2022 07:48:55",7,116,6,7,3,6,0,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"453","7","SD NEGERI KREMBANGAN SELATAN X","20533521","SD","Negeri","10 Mar 2022 13:16:57",22,384,12,15,7,10,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"454","8","SD NEGERI MOROKREMBANGAN 1-22","20533226","SD","Negeri","10 Mar 2022 12:48:00",14,394,13,15,4,8,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"455","9","SD NEGERI PERAK BARAT","20555040","SD","Negeri","05 Mar 2022 10:19:41",24,684,23,28,8,28,4,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"456","10","SD NEGERI PERAK BARAT IV04","20533294","SD","Negeri","10 Mar 2022 14:20:07",21,296,10,11,5,10,3,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"457","11","SD NEGERI PERAK BARAT VI","20533295","SD","Negeri","16 Mar 2022 12:15:28",17,167,6,8,6,6,0,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"458","12","SD AL IKHLASH","20531851","SD","Swasta","22 Feb 2022 09:16:20",13,64,6,10,2,6,2,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"459","13","SD BAITUL MAKMUR","20539144","SD","Swasta","10 Mar 2022 11:20:03",21,88,6,7,1,6,0,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"460","14","SD BARUNAWATI","20531946","SD","Swasta","18 Feb 2022 11:48:45",10,160,7,9,5,7,2,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"461","15","SD BINA KARYA","20531927","SD","Swasta","11 Mar 2022 10:26:14",23,333,12,14,3,12,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"462","16","SD GROWING KID","69888705","SD","Swasta","15 Mar 2022 11:45:28",3,108,6,5,1,6,3,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"463","17","SD IKAN KERAPU","20533059","SD","Swasta","25 Feb 2022 10:16:44",9,107,6,9,3,6,2,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"464","18","SD ISLAM AL FURQON","20531860","SD","Swasta","05 Mar 2022 09:53:10",7,164,6,7,1,5,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"465","19","SD ISLAM TANBIGHUL GHOFILIN","20575436","SD","Swasta","16 Feb 2022 22:29:53",3,256,11,11,1,9,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"466","20","SD KARYA PUTRA","20539175","SD","Swasta","18 Mar 2022 12:08:15",12,221,8,9,2,5,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"467","21","SD KATOLIK SANTO XAVERIUS","20539212","SD","Swasta","28 Jan 2022 14:04:46",8,367,12,18,8,12,2,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"468","22","SD KEMALA BHAYANGKARI 9","20533120","SD","Swasta","14 Mar 2022 07:36:46",3,62,6,5,1,6,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"469","23","SD MUHAMMADIYAH 11","20533077","SD","Swasta","14 Mar 2022 10:27:11",5,771,24,33,4,26,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"470","24","SD NURUL ANWAR","20533099","SD","Swasta","11 Mar 2022 09:14:58",11,130,6,9,1,6,0,0,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"471","25","SD NURUL ULUM","20533085","SD","Swasta","17 Mar 2022 02:54:54",2,384,12,18,3,6,2,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"472","26","SD SWASTA TUNAS BAHARI","20532886","SD","Swasta","12 Mar 2022 21:10:14",10,153,7,9,4,7,1,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"473","27","SD TAMIRIYAH","20532875","SD","Swasta","15 Mar 2022 09:48:14",16,414,17,28,8,18,2,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"474","28","SDK ALOYSIUS","20532981","SD","Swasta","19 Jan 2022 17:06:18",2,234,11,18,9,11,2,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"475","29","SDK SANTA ANGELA","20533004","SD","Swasta","22 Feb 2022 10:40:14",10,275,11,13,7,12,2,2,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"476","30","SDK SANTO MIKAEL","20532982","SD","Swasta","10 Feb 2022 14:10:31",12,93,6,7,2,6,3,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"477","31","SDSETIA BHAKTI","20532853","SD","Swasta","12 Mar 2022 08:22:08",15,90,6,8,1,5,0,1,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"478","Total","Total","Total","Total","Total","Total",406,9.133,339,435,133,307,45,32,"Data Sekolah Kec. Krembangan - Dapodikdasmen.html"
"479","1","SD NEGERI BULAK BANTENG I263","20532903","SD","Negeri","11 Mar 2022 08:36:21",12,931,27,31,14,17,2,3,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"480","2","SD NEGERI SIDOTOPO WETAN I-255","20533264","SD","Negeri","10 Mar 2022 08:34:02",62,1.203,36,42,11,18,1,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"481","3","SD NEGERI SIDOTOPO WETAN IV 558","20533267","SD","Negeri","16 Mar 2022 07:46:32",35,666,18,24,8,19,3,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"482","4","SD NEGERI TAMBAK WEDI 508","20532355","SD","Negeri","11 Mar 2022 08:39:07",26,629,18,22,7,18,1,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"483","5","SD NEGERI TANAH KALI KEDINDING V-579","20532352","SD","Negeri","10 Mar 2022 09:10:37",23,1.155,33,44,11,28,1,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"484","6","SD NEGERI TANAH KALIKEDINDING I 251","20532339","SD","Negeri","18 Mar 2022 14:48:29",36,708,19,23,9,20,2,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"485","7","SD NEGERI TANAH KALIKEDINDING II 252","20532350","SD","Negeri","17 Mar 2022 10:41:09",34,1.789,52,64,17,31,3,2,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"486","8","SDN SIDOTOPO WETAN V","69949232","SD","Negeri","22 Feb 2022 10:30:27",9,596,18,17,4,18,2,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"487","9","SD AL ICHSAN","20531853","SD","Swasta","12 Mar 2022 11:12:01",15,353,13,17,2,13,1,2,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"488","10","SD DARUL FALAH","20539072","SD","Swasta","05 Feb 2022 11:41:14",10,265,10,14,1,13,4,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"489","11","SD DHARMA SISWA","20531918","SD","Swasta","09 Mar 2022 23:35:59",14,310,11,13,1,5,0,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"490","12","SD KHM NOER","20533118","SD","Swasta","05 Mar 2022 16:27:04",7,467,16,18,6,7,3,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"491","13","SD KURNIA INDAH","20533145","SD","Swasta","05 Mar 2022 08:40:47",15,292,9,12,2,6,1,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"492","14","SD KUSUMA PUTRA","20533146","SD","Swasta","09 Mar 2022 10:38:56",12,195,7,8,1,6,0,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"493","15","SD TAMAN BELAJAR","20532883","SD","Swasta","10 Feb 2022 08:43:56",5,206,8,12,1,11,3,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"494","16","SD WACHID HASYIM SURABAYA (SD PLUS)","69988760","SD","Swasta","24 Feb 2022 10:56:40",13,320,16,27,2,16,1,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"495","17","SDIT AR-RAHMAH","69980612","SD","Swasta","11 Mar 2022 12:56:07",9,195,12,18,2,12,1,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"496","18","SDK.PENCINTA DAMAI","20533104","SD","Swasta","08 Mar 2022 09:45:54",5,199,8,12,5,8,2,1,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"497","Total","Total","Total","Total","Total","Total",342,10.479,331,418,104,266,31,22,"Data Sekolah Kec. Kenjeran - Dapodikdasmen.html"
"498","1","SD NEGERI KARANGPILANG I443","20533445","SD","Negeri","15 Mar 2022 08:56:47",12,301,10,17,7,17,0,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"499","2","SD NEGERI KEBRAON 1436","20533473","SD","Negeri","14 Mar 2022 10:05:25",7,436,18,23,2,1,0,0,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"500","3","SD NEGERI KEBRAON II 437 SURABAYA","20533474","SD","Negeri","08 Mar 2022 10:28:00",6,597,20,24,6,20,1,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"501","4","SD NEGERI KEDURUS III430 SURABAYA","20533577","SD","Negeri","16 Mar 2022 15:46:08",11,856,28,33,9,25,1,2,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"502","5","SD NEGERI WARUGUNUNG I448","20533303","SD","Negeri","15 Mar 2022 12:02:24",11,442,14,19,5,9,0,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"503","6","SD NEGERI WARUGUNUNG II449","20533304","SD","Negeri","25 Feb 2022 19:23:48",4,181,6,8,4,6,0,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"504","7","SDN KEDURUS I","20533476","SD","Negeri","15 Mar 2022 11:17:22",14,534,18,20,7,13,1,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"505","8","SD HANG TUAH 8","20533025","SD","Swasta","10 Mar 2022 16:30:45",8,146,6,9,3,10,1,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"506","9","SD MAARIF AL FATTAH","20533149","SD","Swasta","18 Feb 2022 07:55:38",17,193,7,16,4,7,1,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"507","10","SD MUHAMMADIYAH 22","20533065","SD","Swasta","09 Mar 2022 09:31:10",13,561,22,32,3,24,1,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"508","11","SD SITI AMINAH","20532879","SD","Swasta","07 Mar 2022 17:22:01",9,404,13,17,6,15,1,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"509","12","SDK SANTO YUSUP","20532980","SD","Swasta","11 Mar 2022 11:30:44",8,391,12,15,9,12,1,1,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"510","Total","Total","Total","Total","Total","Total",120,5.042,174,233,65,159,8,12,"Data Sekolah Kec. Karang Pilang - Dapodikdasmen.html"
"511","1","SD NEGERI JAMBANGAN I413","20539098","SD","Negeri","11 Mar 2022 09:27:35",10,407,14,18,7,17,1,2,"Data Sekolah Kec. Jambangan - Dapodikdasmen.html"
"512","2","SD NEGERI KARAH I411","20539100","SD","Negeri","15 Mar 2022 10:57:23",12,481,16,20,2,20,3,1,"Data Sekolah Kec. Jambangan - Dapodikdasmen.html"
"513","3","SD NEGERI KARAH III527","20539102","SD","Negeri","01 Mar 2022 10:14:47",9,155,6,8,5,6,1,1,"Data Sekolah Kec. Jambangan - Dapodikdasmen.html"
"514","4","SD NEGERI KEBONSARI I414","20533470","SD","Negeri","08 Mar 2022 07:45:47",31,733,24,39,4,30,3,2,"Data Sekolah Kec. Jambangan - Dapodikdasmen.html"
"515","5","SD NEGERI PAGESANGAN 426","20533172","SD","Negeri","12 Mar 2022 08:16:31",17,451,14,18,5,14,1,1,"Data Sekolah Kec. Jambangan - Dapodikdasmen.html"
"516","6","SD DARUL ILMI","20557426","SD","Swasta","16 Mar 2022 10:47:46",13,193,10,14,1,10,0,0,"Data Sekolah Kec. Jambangan - Dapodikdasmen.html"
"517","7","SD DARUL ULUM","20531925","SD","Swasta","18 Mar 2022 10:16:38",28,439,18,15,3,19,2,1,"Data Sekolah Kec. Jambangan - Dapodikdasmen.html"
"518","Total","Total","Total","Total","Total","Total",120,2.859,102,132,27,116,11,8,"Data Sekolah Kec. Jambangan - Dapodikdasmen.html"
"519","1","SD NEGERI GUNUNGANYAR TAMBAK628.","20533484","SD","Negeri","14 Mar 2022 14:16:21",10,337,10,10,4,10,1,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"520","2","SD NEGERI GUNUNGANYAR273.","20533483","SD","Negeri","24 Feb 2022 11:28:12",14,234,8,13,4,8,3,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"521","3","SD NEGERI RUNGKUT MENANGGAL 1582","20533238","SD","Negeri","17 Mar 2022 08:51:24",12,820,24,31,9,18,2,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"522","4","SD NEGERI RUNGKUT MENANGGAL II583.","20533250","SD","Negeri","10 Mar 2022 06:49:33",14,436,13,17,4,10,1,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"523","5","SD AL ISLAH","20531849","SD","Swasta","16 Feb 2022 09:06:43",20,744,24,29,2,24,1,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"524","6","SD AL USWAH 2","70002885","SD","Swasta","17 Mar 2022 14:52:21",12,83,4,6,2,4,0,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"525","7","SD BRIGHT KIDDIE 3","20569020","SD","Swasta","12 Mar 2022 15:40:23",11,81,6,15,1,6,2,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"526","8","SD DAHLANUDDIN","20531910","SD","Swasta","28 Jan 2022 01:11:48",2,162,6,8,2,6,3,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"527","9","SD ISLAM AL MUBAROK","20575426","SD","Swasta","18 Feb 2022 09:18:24",6,84,6,9,1,6,1,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"528","10","SD LUVETA","69932071","SD","Swasta","28 Jan 2022 13:11:35",2,47,6,5,2,6,1,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"529","11","SD MARIA REGINA","20533014","SD","Swasta","10 Mar 2022 10:27:46",5,155,8,14,2,12,2,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"530","12","SD MIFTAHUL ULUM","20533063","SD","Swasta","14 Mar 2022 10:35:07",18,280,13,18,2,11,3,2,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"531","13","SD PUTRA INDONESIA","20532859","SD","Swasta","18 Feb 2022 09:08:21",6,108,6,8,3,6,1,2,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"532","14","SDI KIYAI AMIN","20533147","SD","Swasta","18 Mar 2022 07:01:44",8,440,14,19,1,14,3,1,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"533","Total","Total","Total","Total","Total","Total",140,4.011,148,202,39,141,24,16,"Data Sekolah Kec. Gununganyar - Dapodikdasmen.html"
"534","1","SD NEGERI AIRLANGGA I NO 198","20532825","SD","Negeri","18 Mar 2022 14:36:09",23,824,24,33,8,16,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"535","2","SD NEGERI AIRLANGGA III 200","20532827","SD","Negeri","10 Mar 2022 10:47:08",8,354,12,17,4,12,1,2,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"536","3","SD NEGERI BARATAJAYA","20539092","SD","Negeri","16 Mar 2022 09:00:15",21,812,24,31,7,26,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"537","4","SD NEGERI GUBENG I 204","20533495","SD","Negeri","15 Mar 2022 17:45:28",15,467,15,17,6,16,2,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"538","5","SD NEGERI GUBENG III 206","20533497","SD","Negeri","07 Mar 2022 09:20:48",39,193,6,8,5,6,0,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"539","6","SD NEGERI KERTAJAYA I-207 SURABAYA","20539107","SD","Negeri","01 Mar 2022 08:57:11",27,250,10,11,6,10,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"540","7","SD NEGERI KERTAJAYA IV/210","20533586","SD","Negeri","11 Mar 2022 14:55:17",25,1.064,36,40,11,30,2,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"541","8","SD NEGERI KERTAJAYA V-211","20533599","SD","Negeri","05 Mar 2022 07:28:23",18,320,12,15,4,7,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"542","9","SD NEGERI MOJO I 220","20533215","SD","Negeri","12 Mar 2022 10:27:07",4,334,11,12,5,12,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"543","10","SD NEGERI MOJO III 222","20533229","SD","Negeri","12 Mar 2022 12:18:24",10,850,27,35,10,33,0,2,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"544","11","SD NEGERI MOJO VI NO 225","20533233","SD","Negeri","14 Mar 2022 09:17:27",15,472,15,18,6,17,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"545","12","SD NEGERI MOJO VIII-227","20533236","SD","Negeri","18 Mar 2022 09:44:43",9,372,12,14,4,6,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"546","13","SDN KERTAJAYA","20533605","SD","Negeri","07 Mar 2022 12:39:23",28,857,24,30,10,18,2,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"547","14","SD AELI","20531834","SD","Swasta","14 Mar 2022 19:10:47",18,41,6,7,1,6,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"548","15","SD AHMAD YANI","20531835","SD","Swasta","20 Jan 2022 13:21:52",3,138,6,9,2,6,0,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"549","16","SD FAJAR JAYA","20533021","SD","Swasta","31 Jan 2022 17:43:22",5,53,6,8,1,6,1,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"550","17","SD GALUH HANDAYANI","20533034","SD","Swasta","14 Mar 2022 09:33:10",8,50,6,6,4,6,3,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"551","18","SD GRACIA SURABAYA","20533038","SD","Swasta","31 Jan 2022 22:22:45",8,65,6,11,2,6,3,3,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"552","19","SD ISLAM MARYAM","20532975","SD","Swasta","02 Feb 2022 08:46:16",12,820,29,30,3,30,2,2,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"553","20","SD KATOLIK SANTA CLARA","20532984","SD","Swasta","15 Mar 2022 19:11:08",19,724,24,40,6,25,3,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"554","21","SD MUHAMMADIYAH 16 SURABAYA","20533080","SD","Swasta","18 Mar 2022 10:56:48",15,662,27,42,11,29,2,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"555","22","SD MUHAMMADIYAH 4 SURABAYA","20533068","SD","Swasta","15 Mar 2022 20:06:55",13,1.427,49,64,9,53,4,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"556","23","SDDHARMA KARYA","20531920","SD","Swasta","18 Mar 2022 11:42:39",14,31,6,9,1,6,0,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"557","24","SD Nation Star Academy","20532810","SPK SD","Swasta","02 Feb 2022 10:48:49",9,365,15,18,2,18,2,1,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"558","Total","Total","Total","Total","Total","Total",366,11.545,408,525,128,400,35,29,"Data Sekolah Kec. Gubeng - Dapodikdasmen.html"
"559","1","SD NEGERI KALIASIN I280","20533500","SD","Negeri","10 Mar 2022 14:00:33",18,949,28,33,16,30,3,2,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"560","2","SD NEGERI KALIASIN V 284","20533504","SD","Negeri","16 Mar 2022 07:49:00",25,418,15,17,3,11,0,2,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"561","3","SD NEGERI KALIASIN VII 286","20533506","SD","Negeri","16 Mar 2022 08:16:22",29,322,12,16,5,12,2,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"562","4","SD NEGERI KAPASARI 1 292","20533426","SD","Negeri","07 Mar 2022 09:45:46",15,338,12,16,4,13,1,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"563","5","SD NEGERI KAPASARI V-296 SURABAYA","20533429","SD","Negeri","02 Mar 2022 10:22:11",15,135,6,8,4,6,2,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"564","6","SD NEGERI KAPASARI VIII","20533431","SD","Negeri","12 Mar 2022 10:52:57",31,693,21,27,10,21,3,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"565","7","SD NEGERI KETABANG","20533587","SD","Negeri","10 Mar 2022 14:06:16",27,670,19,23,6,19,2,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"566","8","SD NEGERI KETABANG I 288","20533597","SD","Negeri","11 Mar 2022 09:07:25",7,639,20,25,4,20,3,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"567","9","SD NEGERI PENELEH I","20533177","SD","Negeri","10 Mar 2022 13:43:31",15,244,8,13,4,8,3,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"568","10","SD AISYAH SURABAYA","20531836","SD","Swasta","12 Mar 2022 12:54:17",12,61,6,7,2,7,2,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"569","11","SD ISLAM CHENG HOO","69995957","SD","Swasta","14 Mar 2022 08:37:20",21,110,5,14,1,6,1,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"570","12","SD KRISTEN GLORIA 1","20533128","SD","Swasta","24 Jan 2022 11:10:40",2,179,10,15,1,12,2,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"571","13","SD KRISTEN PETRA 7","20533143","SD","Swasta","02 Feb 2022 10:19:17",7,523,18,32,5,21,3,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"572","14","SD MUHAMMADIYAH 2","20533073","SD","Swasta","15 Mar 2022 10:06:03",8,171,6,9,4,6,2,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"573","15","SD TUNAS HARAPAN BANGSA","69990961","SD","Swasta","14 Mar 2022 12:57:32",18,67,5,11,3,6,2,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"574","16","SDK PERMATA BUNDA","20565536","SD","Swasta","26 Feb 2022 12:14:43",4,43,6,4,3,6,2,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"575","17","SDS ADVENT","20531832","SD","Swasta","24 Feb 2022 15:06:04",10,34,6,6,1,6,2,0,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"576","18","SDS KRISTEN LOGOS","69754236","SD","Swasta","14 Mar 2022 13:35:43",6,117,6,10,3,6,1,1,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"577","Total","Total","Total","Total","Total","Total",270,5.713,209,286,79,216,36,19,"Data Sekolah Kec. Genteng - Dapodikdasmen.html"
"578","1","SD NEGERI DUKUH MENANGGAL I/424","20532923","SD","Negeri","24 Feb 2022 10:30:23",22,474,16,21,7,27,1,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"579","2","SD NEGERI GAYUNGAN I422","20533491","SD","Negeri","17 Mar 2022 08:32:59",30,169,6,7,7,8,0,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"580","3","SD NEGERI GAYUNGAN II423","20533492","SD","Negeri","10 Mar 2022 10:59:09",21,326,12,21,5,11,1,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
