"","No","Nama Sekolah","NPSN","BP","Status","Last Sync","Jml Sync","PD","Rombel","Guru","Pegawai","R. Kelas","R. Lab","R. Perpus","sumber"
"5699","74","SD N CINAGARA 02","20201802","SD","Negeri","10 Feb 2022 12:15:14",11,246,7,8,3,5,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5700","75","SD N CINAGARA 03","20201803","SD","Negeri","15 Feb 2022 00:46:48",11,241,7,6,3,7,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5701","76","SD N CIPARE","20201722","SD","Negeri","25 Jan 2022 09:15:34",4,194,6,8,1,6,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5702","77","SD N CURUG DENG-DENG","20201886","SD","Negeri","18 Mar 2022 06:27:38",7,246,8,9,2,7,2,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5703","78","SD N MUARAJAYA","20200349","SD","Negeri","11 Mar 2022 01:18:52",6,130,6,5,1,6,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5704","79","SD N NANGGELENG","20200356","SD","Negeri","17 Mar 2022 09:42:05",17,162,6,6,0,6,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5705","80","SD N PANCAWATI 01","20200448","SD","Negeri","10 Mar 2022 11:49:02",5,354,12,9,1,12,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5706","81","SD N PASIRMUNCANG 02","20200176","SD","Negeri","01 Mar 2022 12:17:31",13,410,12,12,2,10,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5707","82","SD N PASIRTENGAH","20200165","SD","Negeri","15 Mar 2022 16:03:00",14,250,8,6,1,6,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5708","83","SD N SELAAWI","20200272","SD","Negeri","16 Mar 2022 07:58:21",5,289,12,12,1,6,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5709","84","SD N TANGKIL 01","20200775","SD","Negeri","21 Feb 2022 08:10:08",7,262,6,7,2,8,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5710","85","SD N TANGKIL 02","20230591","SD","Negeri","02 Feb 2022 08:04:10",6,122,6,6,1,6,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5711","86","SD N TARIKOLOT","20200927","SD","Negeri","14 Mar 2022 10:45:42",5,368,11,11,1,9,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5712","87","SD NEGERI CIPOPOKOL","20201734","SD","Negeri","08 Mar 2022 11:48:55",5,262,8,8,2,7,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5713","88","SD NEGERI LEBAKPARI","20201628","SD","Negeri","02 Feb 2022 09:38:47",7,180,6,8,1,6,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5714","89","SD NEGERI PANCAWATI 02","20230561","SD","Negeri","27 Jan 2022 22:13:58",8,355,12,14,1,12,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5715","90","SD NEGERI PASIRBUNCIR","20200178","SD","Negeri","05 Feb 2022 08:31:32",4,112,6,6,1,6,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5716","91","SD ILMU QURAN AL ISLAM","70025051","SD","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5717","92","SDIT AL HASANAH","69758806","SD","Swasta","14 Sep 2021 09:45:16",0,0,0,3,1,6,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5718","93","SDS IT AT-THORIQ","20230619","SD","Swasta","10 Mar 2022 14:37:34",4,393,12,19,1,12,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5719","94","SMP NEGERI 1 CARINGIN","20200724","SMP","Negeri","07 Mar 2022 12:36:16",16,1.217,34,44,13,28,2,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5720","95","SMP NEGERI 2 CARINGIN","70014913","SMP","Negeri","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5721","96","SMPN SATU ATAP CARINGIN","20253298","SMP","Negeri","16 Mar 2022 17:05:03",6,254,8,9,1,11,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5722","97","SMP AL MINHAJ","20200625","SMP","Swasta","01 Mar 2022 11:48:49",6,212,6,6,1,5,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5723","98","SMP ALQURAN DARUL FURQON","20252892","SMP","Swasta","21 Jan 2022 22:52:20",3,60,3,2,1,3,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5724","99","SMP BHAKTI CANDRA","69970867","SMP","Swasta","22 Feb 2022 15:28:31",11,164,4,1,1,4,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5725","100","SMP HAYATAN TOYYIBA","70010039","SMP","Swasta","14 Mar 2022 15:49:29",3,51,3,0,1,3,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5726","101","SMP HUMANIKA","69726938","SMP","Swasta","07 Mar 2022 08:06:33",8,154,6,5,1,6,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5727","102","SMP ISLAM PANCAWATI","69964170","SMP","Swasta","07 Dec 2021 13:24:22",0,0,0,4,2,3,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5728","103","SMP ISLAM TERPADU ANNUR CIMANDE","69969918","SMP","Swasta","12 Mar 2022 13:29:05",16,76,4,9,2,4,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5729","104","SMP IT KARAKTER BANGSA","69953664","SMP","Swasta","28 Jan 2022 22:48:36",2,54,3,4,1,4,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5730","105","SMP KARYA NYATA","20231122","SMP","Swasta","09 Feb 2022 21:04:19",3,126,4,2,2,6,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5731","106","SMP PGRI 221 CARINGIN","20200566","SMP","Swasta","14 Feb 2022 11:13:51",9,89,4,5,2,6,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5732","107","SMP YASMIDA","69978795","SMP","Swasta","05 Feb 2022 11:09:51",6,44,3,2,1,3,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5733","108","SMPS BINA CIPTA INSANI","20200621","SMP","Swasta","26 Aug 2021 22:49:25",0,0,0,3,0,3,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5734","109","SMPS ISLAM CIMANDE","20231065","SMP","Swasta","07 Dec 2021 13:38:37",0,0,0,10,1,3,2,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5735","110","SMPS IT NURUSHIBYAN CIMANDE","20253271","SMP","Swasta","17 Mar 2022 05:44:41",16,208,6,4,1,6,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5736","111","SMPS MANDIRI CARINGIN","20269553","SMP","Swasta","21 Feb 2022 10:04:16",6,81,3,8,1,3,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5737","112","SMPS PLUS ALWATASI","20230941","SMP","Swasta","17 Mar 2022 07:01:21",12,292,9,5,1,9,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5738","113","SMPS TARBIYATUL HUDA","20253931","SMP","Swasta","04 Mar 2022 17:04:05",5,165,6,11,3,13,2,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5739","114","SMPS TEKNOLOGI INDONESIA","69755752","SMP","Swasta","02 Dec 2021 20:21:31",0,0,0,2,1,4,1,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5740","115","SMAN 1 CARINGIN","20254098","SMA","Negeri","01 Mar 2022 22:30:50",19,819,24,36,15,19,3,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5741","116","SMAS DARUL FAIZIN","20232331","SMA","Swasta","12 Jan 2022 12:23:59",10,159,6,9,5,8,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5742","117","SMK FARMAKO MEDIKA PLUS","10648877","SMK","Swasta","12 Mar 2022 13:42:18",29,267,15,29,3,15,8,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5743","118","SMK NAHDLATUL ULAMA  AL-MINHAJ","20270546","SMK","Swasta","02 Mar 2022 12:02:08",11,158,6,11,2,3,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5744","119","SMK PUTRA MANDIRI BANGSA","69816347","SMK","Swasta","12 Mar 2022 10:57:20",13,357,14,18,3,8,2,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5745","120","SMKS AL WATASI","69758825","SMK","Swasta","07 Mar 2022 09:27:54",22,351,11,21,8,9,0,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5746","121","SMKS BHAKTI CANDRA","20272075","SMK","Swasta","10 Mar 2022 12:23:21",9,237,8,4,2,8,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5747","122","SMKS BINA CIPTA INSANI CARINGIN","20231384","SMK","Swasta","11 Mar 2022 18:08:19",17,203,6,9,3,6,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5748","123","SMKS HUMANIKA 1","20268810","SMK","Swasta","21 Feb 2022 07:29:52",13,248,6,3,1,8,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5749","124","SMKS IT NAPALA","20268948","SMK","Swasta","15 Feb 2022 19:41:25",3,140,6,9,3,11,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5750","125","SMKS KARYA NYATA","69755810","SMK","Swasta","28 Jan 2022 06:37:58",4,107,3,6,1,3,2,2,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5751","126","SMKS TEKINDO","69755751","SMK","Swasta","13 Jan 2022 09:48:01",3,55,6,4,2,6,1,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5752","127","SMKS TEKNOLOGI INDONESIA","20279816","SMK","Swasta","18 Feb 2022 10:25:44",15,244,9,7,3,9,1,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5753","128","SMKS TI DARUL FURQON","20258318","SMK","Swasta","17 Mar 2022 19:38:14",3,172,6,9,1,4,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5754","129","SMKS YAPAS BOGOR","20232498","SMK","Swasta","15 Mar 2022 11:11:38",12,198,6,7,2,10,1,1,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5755","130","PKBM Al-Israqiyah","P2960626","PKBM","Swasta","-",0,0,0,0,0,1,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5756","131","PKBM KREATIF MANDIRI","P9997910","PKBM","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5757","132","PKBM Pangsaena","P2960627","PKBM","Swasta","03 Mar 2022 11:30:30",10,12,2,1,1,3,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5758","133","PKBM Sirojul Wildan","P2960625","PKBM","Swasta","-",0,0,0,0,0,4,0,0,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5759","Total","Total","Total","Total","Total","Total",889,17.437,643,764,209,658,43,48,"Data Peserta Didik Kec. Caringin - Dapodikdasmen.html"
"5760","1","TB - TKIT ADILLA","69868590","TK","Swasta","26 Aug 2021 22:20:34",6,31,3,6,1,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5761","2","TK AL BAIHAQI","69868587","TK","Swasta","11 Mar 2022 00:18:03",7,24,2,1,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5762","3","TK AL BASYARIYAH","69979700","TK","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5763","4","TK AL MUTTAQIIN","69868559","TK","Swasta","06 Mar 2022 11:03:07",3,48,3,1,1,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5764","5","TK AL-ANHAR","69868583","TK","Swasta","15 Mar 2022 21:11:35",7,41,3,3,1,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5765","6","TK AL-FAATHIR","69868591","TK","Swasta","03 Feb 2022 21:42:30",2,33,3,1,2,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5766","7","TK ALAM MUTIARA IBU","69868586","TK","Swasta","08 Mar 2022 21:31:19",12,16,2,2,3,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5767","8","TK AN NAHL","69967364","TK","Swasta","12 Mar 2022 13:50:15",10,50,3,3,1,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5768","9","TK AROFATUL ULUM","69868588","TK","Swasta","18 Mar 2022 07:59:12",26,56,2,2,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5769","10","TK AURA KINASIH","69924397","TK","Swasta","12 Mar 2022 00:10:07",5,21,2,3,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5770","11","TK BINA CERIA","70023791","TK","Swasta","21 Feb 2022 21:18:16",8,12,1,2,1,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5771","12","TK BINA INSAN","69868565","TK","Swasta","28 Feb 2022 10:03:12",11,30,2,2,1,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5772","13","TK CERDAS CERIA","69868584","TK","Swasta","04 Sep 2021 10:48:29",0,0,0,2,2,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5773","14","TK GENERASI AHAD I-SCHOOL","69943949","TK","Swasta","18 Mar 2022 18:08:09",2,41,3,6,1,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5774","15","TK INSAN MADANI","69868580","TK","Swasta","16 Mar 2022 14:09:08",6,25,2,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5775","16","TK ISLAM AL-MANSYURIAH","69868577","TK","Swasta","12 Mar 2022 21:35:26",5,48,3,3,1,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5776","17","TK ISLAM AZ-ZAHRA","69868581","TK","Swasta","22 Jan 2022 20:33:40",5,69,4,4,1,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5777","18","TK ISLAM CERDAS UMMAT","69868569","TK","Swasta","01 Mar 2022 16:58:16",7,45,3,5,3,6,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5778","19","TK ISLAM DUTA EKSELENSIA","69971781","TK","Swasta","04 Mar 2022 15:08:22",7,20,3,4,1,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5779","20","TK ISLAM KEPIK KREATIF","69974180","TK","Swasta","26 Aug 2021 15:35:34",0,0,0,2,2,4,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5780","21","TK ISLAM PATAHILLAH II","69868596","TK","Swasta","16 Mar 2022 02:22:04",4,13,2,2,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5781","22","TK ISLAM TERPADU AL-IMAN","69868594","TK","Swasta","21 Sep 2021 23:44:15",9,39,3,3,1,4,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5782","23","TK IT INSAN CENDEKIA","69868570","TK","Swasta","17 Mar 2022 14:36:30",20,49,5,9,1,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5783","24","TK KUNTUM MEKAR","69868571","TK","Swasta","17 Mar 2022 16:50:21",8,31,2,3,1,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5784","25","TK MAURITANIYYAH","69947343","TK","Swasta","19 Sep 2021 00:31:43",0,0,0,5,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5785","26","TK MERPATI","69868589","TK","Swasta","-",0,0,0,0,0,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5786","27","TK MUTIARA HATI","69868566","TK","Swasta","16 Mar 2022 13:58:17",10,39,2,1,1,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5787","28","TK NURUL HIKMAH","69868560","TK","Swasta","24 Sep 2021 14:57:12",0,0,0,3,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5788","29","TK PELANGI TERPADU","69868582","TK","Swasta","03 Sep 2021 08:25:48",0,0,0,2,0,1,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5789","30","TK SUMBANGSIHKU","69868579","TK","Swasta","-",0,0,0,0,0,1,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5790","31","TK TERATAI NUSA","69868599","TK","Swasta","14 Mar 2022 12:44:26",2,14,2,2,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5791","32","TK WIJAYA KUSUMA","69868592","TK","Swasta","-",0,0,0,0,0,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5792","33","TK-IT. KHAIRU UMMAH","69868562","TK","Swasta","17 Mar 2022 16:14:53",7,11,2,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5793","34","TK. AN-NASHR","69868563","TK","Swasta","05 Mar 2022 06:37:07",7,45,5,3,3,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5794","35","TK. ANANDA PRATAMA","69868575","TK","Swasta","09 Feb 2022 10:21:23",10,26,2,3,2,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5795","36","TK. ATSIRI PERMAI","69868597","TK","Swasta","14 Mar 2022 13:58:45",3,22,2,3,1,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5796","37","TK. BAMBU KUNING","69868568","TK","Swasta","18 Mar 2022 21:24:18",4,13,1,2,1,2,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5797","38","TK. ISLAM AL AISYAH","69868572","TK","Swasta","04 Feb 2022 10:58:30",2,29,3,3,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5798","39","TK. TIFRA","69868593","TK","Swasta","22 Feb 2022 01:03:43",3,26,3,3,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5799","40","TKIP INSAN UTAMA","69868573","TK","Swasta","18 Mar 2022 04:43:16",3,17,2,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5800","41","TKIT AL BANIA","69895719","TK","Swasta","10 Mar 2022 04:30:58",6,32,3,3,3,4,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5801","42","TKIT ALHAMIDIYYAH","69878837","TK","Swasta","19 Oct 2021 09:32:18",0,0,0,3,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5802","43","TKIT INSAN MADHANI","69868578","TK","Swasta","16 Mar 2022 18:28:22",6,16,2,3,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5803","44","TKIT MISBAHUSSUDUR","69868585","TK","Swasta","11 Jan 2022 11:01:39",10,26,2,2,1,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5804","45","TKIT MUTIARA BUNDA","69868574","TK","Swasta","16 Mar 2022 12:36:25",5,12,2,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5805","46","TKIT NURUL ILMI","69868576","TK","Swasta","15 Mar 2022 22:22:59",3,8,2,3,1,2,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5806","47","TKS ADINDA","69728256","TK","Swasta","23 Jan 2022 17:20:51",3,20,2,2,0,2,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5807","48","TKS FAJAR INSANI","69728249","TK","Swasta","02 Mar 2022 11:59:47",3,27,3,2,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5808","49","TKS FASTABIQUL KHOIROT","69728315","TK","Swasta","26 Feb 2022 21:58:23",7,52,3,3,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5809","50","TKS ISLAM BINA PRATAMA","69728303","TK","Swasta","10 Mar 2022 21:17:58",7,32,3,2,3,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5810","51","TKS ISLAM NURUL AMANAH","69728262","TK","Swasta","05 Feb 2022 07:09:04",2,10,1,2,0,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5811","52","TKS UNIVERSAL","69868564","TK","Swasta","12 Mar 2022 11:45:17",6,16,2,2,0,2,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5812","53","uswatun hasanah","69868598","TK","Swasta","16 Mar 2022 02:03:29",1,43,3,3,2,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5813","54","PAUD AMARRA","69996222","KB","Swasta","24 Feb 2022 18:51:56",8,25,2,2,1,1,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5814","55","KB AL AAM","69869408","KB","Swasta","16 Mar 2022 21:33:08",13,56,4,3,1,4,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5815","56","KB AL ADILLA","69869380","KB","Swasta","30 Sep 2021 23:31:03",0,0,0,2,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5816","57","KB AL AMIN","69869416","KB","Swasta","25 Feb 2022 13:54:41",3,25,3,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5817","58","KB AL FIRDAUS","69869417","KB","Swasta","11 Mar 2022 08:29:37",11,80,5,5,2,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5818","59","KB AL ISTIQOMAH","69869389","KB","Swasta","14 Mar 2022 22:52:36",5,30,4,4,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5819","60","KB AL ISTIQOMAH 2","69869395","KB","Swasta","-",0,0,0,0,0,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5820","61","KB AL MUJTAHIDIN","69869386","KB","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5821","62","KB AL MUSTHOFA","69959741","KB","Swasta","21 Sep 2021 21:22:28",0,0,0,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5822","63","KB AL-MUSTAQIM","69869415","KB","Swasta","11 Mar 2022 19:51:16",4,34,2,2,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5823","64","KB ALFIQORIYAH","69869375","KB","Swasta","18 Mar 2022 07:45:48",5,42,2,2,1,1,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5824","65","KB AMANAH BUNDA","69977026","KB","Swasta","10 Mar 2022 23:41:17",3,14,2,3,1,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5825","66","KB AN NUR","69869394","KB","Swasta","03 Oct 2021 06:24:14",0,0,0,1,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5826","67","KB AN-NAHL","69869379","KB","Swasta","12 Mar 2022 15:10:06",4,4,1,1,1,2,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5827","68","KB An-Nisa","69869371","KB","Swasta","10 Mar 2022 21:35:26",7,40,2,3,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5828","69","KB ANNUR","69869370","KB","Swasta","16 Feb 2022 09:36:52",3,36,2,2,0,1,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5829","70","KB AR ROYAN AULIA","69869402","KB","Swasta","24 Feb 2022 12:52:50",3,27,3,2,3,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5830","71","KB ARROHMAN","69869372","KB","Swasta","26 Sep 2021 17:04:15",0,0,0,2,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5831","72","KB AS-SHOFY","69869399","KB","Swasta","23 Sep 2021 00:51:32",0,0,0,4,2,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5832","73","KB AT-TAUFIQ","69869412","KB","Swasta","06 Mar 2022 21:14:43",5,33,3,4,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5833","74","KB AULIA","69959469","KB","Swasta","14 Mar 2022 22:11:55",3,22,2,3,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5834","75","KB BABUL JANNAH","69869388","KB","Swasta","02 Mar 2022 15:48:28",7,62,4,6,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5835","76","KB BINA ASAKU","69869396","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5836","77","KB BIRRUL WAALIDAIN","69869407","KB","Swasta","-",0,0,0,1,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5837","78","KB BUNGA BANGSA","69869384","KB","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5838","79","KB CAHAYA INSAN","69869390","KB","Swasta","09 Feb 2022 09:20:47",1,19,3,3,0,1,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5839","80","KB FLAMBOYAN","69869397","KB","Swasta","-",0,0,0,0,0,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5840","81","KB HAMIM JAZULI","69869411","KB","Swasta","12 Feb 2022 11:56:04",4,18,2,2,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5841","82","KB IBNU AQIL","69869403","KB","Swasta","14 Sep 2021 05:50:06",0,0,0,2,0,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5842","83","KB ISLAM AISYAH","70015717","KB","Swasta","04 Mar 2022 19:12:43",14,24,4,4,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5843","84","KB KASIH BUNDA","69869405","KB","Swasta","11 Mar 2022 08:24:53",13,34,2,1,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
